text,target
"To celebrate the publication of my chapter in ’s “The Skill of Adaptability” volume, I will be giving away two…",0
61% of #bisexual+ women reportedly experience intimate partner violence. Bi+ people also face higher rates of depression t…,0
I am not OK with the fact that 20 people per minute are abused by an intimate partner in the USA.   #iamno…,0
It's the 30th anniversary of the world-wide Web today Congratulations to CERN for this amazing development.,0
"The multi-year trajectory of Waymo's negotiations with potential manufacturing partners:
You would be lucky to build with us…",0
"So, this is something we at  have been busy with for the past several months. It has been an incredible journey with …",0
"LIVE NOW: Three space travelers, including two , are set to launch to the  at 3:14pm ET for a six-a…",0
We now have 3 of 8 pool_8_ballpool_8_ballpool_8_ball from the astronaut class of 2013 in orbit around Earth.  Congratulations  &amp; …,0
"Perfect plans must be turned into imperfect work.

Perfection is the privilege of the purely hypothetical.",0
"Welcome to the ! The Soyuz spacecraft carrying ,  &amp; cosmonaut Alexey Ovchinin docked to…",0
What has happened in Christchurch is an extraordinary act of unprecedented violence. It has no place in New Zealand. Man…,0
"When all the others were away at Mass
I was hers as we peeled potatoes. . .
I remembered her head bent towards my head,
He…",0
Ever wondered what kind of optimiziations the  JIT does to make your scripted RNNs fast? Here is a detailed acc…,0
"An ineffective person will fantasize about good outcomes.

An effective person will optimize the process that produces good outcomes.",0
"Oppy isn't dead. He became self aware and shut off communication with Earth, he's currently building a robotic utopia on Mars",0
Why is Toy Story 4 a horror movie tho,0
Liability is hittin rn,0
"Whether you're a student, teacher, parent, business owner or simply support girls' education, you can help girls prepare fo…",0
Damn I really miss Kanye,0
"After working in about 50 countries for  over 36 years this is my last story today, about how environmental subsi…",0
I’m so confused,0
"I know I speak very fast during my talks, but I hate bloated talks that can be summarized in 10s (especially when the au…",0
. and  started their spacewalk today at 8:01am ET to upgrade the station's power storage capacit…,0
"Want to train your own BigGAN on just 4-8 GPUs? Today we're proud to release BigGAN-PyTorch, a full  reimplementation…",0
American philosopher Rebecca Goldstein  will be kicking off the Unknowability Conference in a few weeks wit…,0
"Technology is changing the way we live, learn and earn.  is in #Japan to meet the women and girls working to increas…",0
"Yeezy Boost Inertia photo by Me. 

      …",0
3D semantic keypoints can be more useful and generalizable than 6D poses — as shown for robotic manipulation by colleag…,0
Dead chuffed that our beautiful video about Mary Anning made by  won the Animation Award at #RTSWoE last night!…,0
Certainly is a legend. The great  celebrates his silver jubilee on  The most consummate of broadcaste…,0
"Spring 2019 CAPST meeting. Chicagoland Superconductivity experts from FERMILAB, Argonne, Northwestern, IIT and UIC come t…",0
Can robots develop an intuition of physics that would allow them to complete tasks more efficiently? In collaboration with Pr…,0
Can robots learn to pick up stuff and accurately toss them into bins outside its natural range? Check out our latest wo…,0
…𝘵𝘰 𝘵𝘩𝘦 𝘔𝘰𝘰𝘯 𝘢𝘯𝘥 𝘣𝘢𝘤𝘬!crescent_moon  Pence has just announced the plan for our astronauts to return to the surface of the Moon…,0
I used to love sleep so much but my dreams are blending in way too much with real life right now and it is awful.,0
"Tesla is three years ahead of all its competitors — here’s why:

1. Battery production and efficiency
2. Autonomous hardwar…",0
"It's 5 Live's 25th Birthday! birthday_cake wrapped_gift party_popper fireworks

Do you recognise the presenters who first broadcast on the network in 1994? radio

Listen t…",0
"""If the sky were to crumble would you shed a tear? Knowing that you could of made a difference.""

A personal reflection on cl…",0
LUUUUUUUUUUKKKKKKEEEEEEE,0
Shuran Song will join the department next fall. For now she's at Robotics at Google doing really cool things! Story he…,0
"The obedient student will memorize and forget.

The interested seeker will explore and remember.",0
Lol man fuck it,0
"Appreciate the hard work of 56SBCT, 28ID  lieutenants Speary &amp; Robledo at  as they plan for 56S…",0
"Awareness of death should only increase our appreciation for the wonder of life.

We are here now.",0
Our firm () has filed an application to register as an investment adviser (still pending). But that doesn’t mean our…,0
We cannot advise you on what to invest in! But we will continue to evolve how we run our business and innovate in supporti…,0
"Our mission always has been -- and always will be -- to back the best tech entrepreneurs, at all stages. 3/3",0
"For anyone wanting to know which non stealth companies were in the latest YC batch, we compiled on Golden a full list of Y…",0
How should criminals on Mars be judged?,0
"Optical lenses for the Dark Energy Spectroscopic Instrument, led by  , have seen their first light. Fermilab cont…",0
"According to our research, #Tesla's Model 3 Is cheaper to own than a #Toyota Camry. The latest in 's blog. https:/…",0
  It’s there for when we start competing with Uber/Lyft &amp; people allow their car to earn money for them as…,0
"Extraordinary prospect: a new movie on Seneca's relationship with Nero, with John Malkovich as Seneca! I can't wait! New…",0
Artificial intelligence and machine learning has the potential to literally transform every aspect of the world as we k…,0
"Absolute recommendation. What a great video on how to teach a robot to grasp and throw, ! Very well done.…",0
"We released our new interactive annotation approach, which outperforms Polygon-RNN++ and is 10x faster. Great work by …",0
"Aye man, whoever that was that ran up on Bret Hart... fuck you",0
"H(e)l(lo) everyo(n)e, fro(m) my (u)nder(s)tanding I don't thin(k) colon(is)ing M(a)rs is (g)o(od) idea",0
"800,000. That’s how many Tutsi were massacred in Rwanda 25 years ago as the international community stood by.

Listen to some o…",0
PEYTON MY BABYYYYYY,0
ANYTHING IS FUCKING POSSIBLE. KOFI KINGSTON IS YOUR WWE CHAMPION. KOFI KINGSTON IS YOUR WWE CHAMPION. KOFI KINGSTON IS YOU…,0
"In our last LSTM optimization investigation, we ended up with quite a bit of tedious bookkeeping. Exploiting the fine b…",0
"Everybody dying if I hear ""IT'S LIT!"" in an episode of GOT.",0
good time to point to our maçarico toolkit for implementing learning to search algorithms in #pytorch on top of several stru…,0
We in Constanta just open sourced TensorStream: a library for fast and simple #GPU accelerated #DL models inference on video…,0
"It's not a hot doughnut or the Eye of Sauron.

This is the first image ever of a black hole.

Supermassive congratulatio…",0
The bank lady didn’t give Treasure any dog biscuits and now she’s having a full blown panic attack,0
"This is my and Joanna Bourke's   tribute to Dr Clare Makepeace, a wonderful historian and friend …",0
A Brilliant Innovator: Elon Musk Has Announced He Is Currently Developing A Lemon With Legs That Can Sprint To Hungry People…,0
These four  are training to fly on 's #CrewDragon spacecraft- as the crew and backup crew. How…,0
"loudspeaker We're proud to welcome 13 new women and men from seven countries into our Gulmakai Network.

Threats to girls’ education…",0
My latest #dataviz story looks at how  much #NipseyHussle gave back. As an entrepreneur &amp; investor he generated an estimated $2…,0
"Before I go back to sleep lemme just say that 5 seconds of laughter confirms nothing, please keep those hot takes to yourself",0
"A day of momentous firsts … OTD 1961, Yuri Gagarin became the first human being to venture into the unknown of space, and…",0
"Exactly 20 years after the first manned spaceflight, a new era emerged when Space Shuttle Columbia (STS-1) soared into…",0
OpenAI Five wins game 1 versus !!!!! First AI to ever defeat a professional esports team on a public livestream.,0
"OpenAI Five makes history by winning a best-of-three versus , the Dota 2 world champions!!!! Huge congrats to the team a…",0
"As promised, this event isn’t just about competition — OpenAI Five can also operate as a teammate to humans! Going to do demo that…",0
"Special announcement: we’re inviting the entire Internet to play OpenAI Five (whether as a competitor or teammate) at once.

Sign…",0
I’m just gonna go to sleep now so I can get to GOT quicker,0
Big thanks to  Johnson Space Center leadership and their team for taking time to provide feedback during my visit this we…,0
I made this after today’s #TheMandalorian panel. For    and everyone else involved…,0
Aye man Dany and Jon have no romantic chemistry,0
"#HappyBirthday  Noguchi. Flew on Shuttle mission STS-114 in 2005, and  expedition 22/23 in 2009…",0
"#plasticwaste. Not quite such a modern problem: Early ocean plastic litter traced to 1960s
⁦⁦⁩ ⁦⁩  https:…",0
A great GitHub repository with tutorials on getting started with PyTorch and TorchText for sentiment analysis in Jupyter Noteboo…,0
Everyone admires my celestial body but no one cares about my celestial feelings,0
grinning_squinting_face Our submission window for Comedy scripts is open! It closes at 5pm on Monday 29th April. Lots of great info &amp; advice…,0
"The BBC Introducing Radio 4 Comedy Award is now OPEN!

Get your application over to us by midnight on 9th May.

Apply an…",0
We have confirmed that our Ultraflex solar arrays are fully deployed on the NG-11 S.S. Roger Chaffee #Cygnus. Next sto…,0
"“We are running out of time but there is still hope…”

#ClimateChangeTheFacts with Sir David Attenborough. Tonight. 9pm. …",0
I heard fabulous stories about her during my time at . A truly remarkable woman. Without her we would not hav…,0
New crew members to launch + others have their time aboard extended: see what’s coming up as  Meir will la…,0
"Meet , the Swedish schoolgirl who has inspired an international movement to fight climate change. #ClimateChangeTheF…",0
"Lyra McKee, the journalist who was killed in Northern Ireland last night, wrote a letter to her 14 year old self, about…",0
"We added a PyTorch tutorial to CleverHans (in the ""future"" folder containing code for the next version of CleverHans).…",0
"It's taken me 45 trips around the sun, but for the first time in my life I know what it feels like to have a ""band-aid""…",0
"An honest man will sometimes repeat himself.

A liar can always find a surprising new angle.

The truth resembles itself.",0
Excited to be here at the Tesla #Autonomy Day. Stay tuned for my thoughts!,0
Various takeaways from $TSLA #autonomous day:,0
"It is entirely possible for a person to be honest, well-meaning, and wrong.

Be forgiving without being gullible.",0
"Tmrw, survivors of domestic violence descend on CA’s capitol to share their stories &amp; urge #CAleg to act on behalf of eve…",0
*New on our blog*  explains how he got to write on topical shows including  &amp;  aft…,0
"Obedience allows others to control you.

Temperance allows you to control yourself.

Don’t confuse them.",0
"""We came all this way to explore the Moon, and the most important thing is that we discovered the Earth."" - Bill Anders, Apol…",0
Don't miss the chance to speak at our world class New Research in Military History conference in November. Full details belo…,0
This project allows you to build your models in a visually appealing way &amp; generates the #Python code for you on the fly!…,0
Not exactly the news you want to read on World Penguin Day penguin but another illustration of how satellites can help us monitor th…,0
From the Moon to Mars. We captured this photo as we took flight in our  #ModelX at moonrise outside #Taos #NewMex…,0
Inspired by #7thWellingtonCongress? We were! The organising committee for our 'War &amp; Peace in the Age of Napoleon' Conferenc…,0
Waited over 8 years to finally be able to buy a #Tesla. Thanks  and the Tesla team for my amazing #Model3. Pi…,0
"""If a person would understand either the Odyssey or any other ancient work,he must never look at the dead without seeing the…",0
"Soliciting feedback is the key to improvement and success. After 6 hours working underwater in the spacesuit,  cha…",0
"Visited PIP-II Construction Site. Access road is complete, tree clearing and top soil stripping are proceeding well. PIP-I…",0
A great piece by  outlining a forthcoming report on #biodiversity loss and the very real state of #nature. Eas…,0
American poetry criticism faces a major copyright problem says NYTimes opinion piece http://t.co/9WzFurk,0
Great post by  in the  discussion board about the (possible) bottlenecks in data loading. You should defi…,0
"A frequent question on pytorch-bert: How to pretrain BERT from scratch?
Our repo is not made for that but here are great cod…",0
Anger usually worsens the problem it feels like the solution to.,0
1/ My team and I at Golden have been working diligently for the last two years to map out 10bn+ fascinating topics in high…,0
"2/ Golden’s mission is to collect, organize and express 10+ billion topics in an accessible way, presented in neutrally-wri…",0
"3/ In order to help achieve the mission we raised $5m from   Gigafund (Luke + ),  …",0
4/ We have set out to use various techniques to help bring leverage and automate solving the problem including: topic predi…,0
"6/ Additionally we are keen to explore using AI to give feedback on editor contributions (sentiment, style, grammar/spellin…",0
"8/ In order to make money while doing this we have released an advanced query tool to query the Golden data set, provide fi…",0
"9/ We would love help from the community to build this knowledge base - feel free to add neutral, 3rd person descriptions o…",0
The MESSENGER probe's mission ended today in 2015 with a planned impact into Mercury. The spacecraft began orbiting the sc…,0
"""If I see a baby, I don't feel anything. If I see a cat, however..."" cat_face

Hard relate, ! #LiveAtTheApollo clapping_hands h…",0
"After many years in the making, we're open-sourcing Facebook's Adaptive Experimentation platform, Ax, and BoTorch, a library for…",0
"I'm extremely excited to see BoTorch released: scalable, modular, and flexible Bayesian optimization, integrated with GPyT…",0
"Fast custom-RNNs using TorchScript and torch.jit
- describes how to write custom RNNs in PyTorch that run close to CuDNN speed…",0
Just launched: a new #informationengineering course for 2nd year #undergrads with #autonomousdriving at its heart https:…,0
"3-2-1… LIFTOFF! rocket ’s #NewShepard rocket just launched carrying nine -supported payloads, including a 3…",0
Blue Origin’s New Shepard booster is back on the ground after a successful launch and landing. Standing by for landing…,0
One of the interesting overlooked comments in the Tesla autonomous event was Stuart Bowers stating that he watches every sin…,0
Introducing kernel fusion in the upcoming DGL v0.3 release. Huge performance boost (19x!!) over current release. Support tra…,0
"“In the long history of the world, only a few generations have been granted the role of defending freedom in its hour of ma…",0
"Free people can speak freely.

If you fear to speak, you aren’t free.",0
"Our team is at ICLR this week in New Orleans, if you want to chat about anything from representation to reinforcement learnin…",0
Colorado House Bill 1298 means $150 fine for those blocking Electric Vehicle spaces. Get that unimpeded juice victory_hand,0
"All good cars have names. 

What have you named your Tesla?",0
Entries for the 2019 BBC Introducing Radio 4 Comedy Award are now live! Send your 5 minute comedy routines as they find…,0
"So, who's got the highest score on the TeslAtari game?

(Pics or it didn't happen.)",0
Even born into the 0.1% what is a good life as  noted in his commentary on  for the young earl devoid of…,0
"If your Tesla touchscreen enacts 'Protocol 2001: Robot Revolution', please pull over and turn your Tesla off and on again.",0
"Tesla’s mission is to accelerate the world’s transition to sustainable energy. 

sun_with_facehigh_voltageautomobilebattery 

(a thread)",0
"Excited to release our  implementation of Leap, a meta-learner that scales beyond few-shot learning! Code available…",0
Hands up if you've ever blamed your own emissions on Fart Mode raised_hand,0
OMG Trying our preconditioning of Supercharger and the new speeds.  NEVER seen 800km/hr charging before.   Excellent!! …,0
"In an effort to keep students and staff safe, the Clear Creek Independent School District will be closed on Friday, May…",0
Excited to be on  around 11:30 today to talk about #Uber and the future of transportation.,0
 in charge.  This week:  on biodiversity;  on South Africa;  on Istan…,0
if dogs could talk - and we cannot stress this enough - they would tell you to drive a Tesla,0
"We are releasing the Minkowski Engine, a fast multi-gpu high-dimensional convolution library for sparse tensors. Please c…",0
"This spectacular drone footage shows humpback whales ""socialising"" off West Cork. spouting_whalespouting_whalespouting_whale The video was captured by the Irish Whal…",0
Have managed not to lose my AirPods for a full three months and consider this my greatest life accomplishment to date,0
"The Tesla S P100D goes from 0-60mph in 2.4 seconds. 

What else can you get done in that time?",0
"Happy Mother’s Day, please tell your mothers that Tesla wishes them a happy mother’s day

#HappyMothersDay",0
"""Just watching all those incredible performances makes me realise I really should get a telly."" grinning_squinting_face

 -  #BAFTATV ht…",0
Huge congratulations to Jessica Hynes who just won the Female Performance in a Comedy  for her role in ’s There…,0
"My mum “..will be screaming and dancing in the street!” woman_dancing

-  Steve Pemberton as he is awarded his #BAFTATV Award. …",0
"Daisy May Cooper (Best Female Comedy Performance nominee) turned up to #BAFTATV wearing a dress made from bin liners.

""If I wo…",0
"I am reminded of what  says in Plato at the Googleplex about why philosophical progress is invisible.  
""we (…",0
"Apollo 10 launched on May 18, 1969. Astronauts practiced all aspects of the  Moon landing mission except the landing itse…",0
"What did you tell your significant other to get them to let you buy a Tesla? 

(Asking for a friend)",0
Introducing our new library FastBert. It will helps developers and data scientists develop and deploy BERT based model. Tha…,0
"No one was expecting  to drop this absolutely filthy  ID during his  set exploding_head

https…",0
Training astronauts today on EVA Preperation Procedures. Performing a spacewalk requires about 4-5 hours of procedures to pe…,0
Join the  team for networking and news updates on 30 May from 6pm . Look out for  …,0
"Learn the newest skills and the oldest principles.

The timely and the timeless will combine in powerful ways.",0
"Excited to share some of the work I've been doing at  on , working with  and …",0
Jeff Ding's  ChinAI newsletter is the best single source of news and analysis on China's AI development. Few know ab…,0
We are excited to bring Loop to the Las Vegas Convention Center! Looking forward to working with  ,0
Live on your radiogram on  right now on #BBCInsideScience with  all set to tell us about facial recogniti…,0
Three’s company! Did you know that microgravity causes changes in immune systems? Today three of us got to work in tan…,0
Congratulations to CDF and D0 on the 2019  High Energy and Particle Physics Prize. See their 1995 top quark dis…,0
We've open sourced a  implementation of Augmented Neural ODEs sunflower The repo contains tutorials and code to reproduce all e…,0
⁦⁩ wine and cheese seminar on CC inclusive #neutrino cross section. No free seats. ⁦⁩ ⁦⁩…,0
"Check out our new paper on learned lossless compression: 30% smaller images than PNG, using a fully parallel probabilistic m…",0
"In parallel with an on-going failure investigation, SpaceX is readying downstream Crew Dragon spaceflight for flight in…",0
"After a year of work, I'm *very* excited to share a #beginner level  course on

- Differential #Privacy
- Federated L…",0
Expect more daftness -  orders full series of ' #Bafta-nominated series #TheMindOfHerbertClunkerdunk: https:/…,0
"Large list of #PyTorch image models, scripts and pre-trained weights, including:
- new EfficientNet
- (SE)ResNet/ResNeXT…",0
"CEMETERY MOONGLOW (in the cold air of the night) is NOW AVAILABLE via 7” vinyl on !
Remixes by …",0
"Yesterday, Dr. Christopher Fall was sworn in by  as the new Director of . I look forward to wo…",0
In case you were wondering whether attacks on PC and social justice were paving the way for attacks on academia and unive…,0
"Thinking about Black Wall Street is making me think about Seneca Village, a settlement made up of mainly of middle class Bla…",0
This is how liberty dies -- with a smirk on the face of Mitch McConnell. His win-at-all-costs political nihilism -- on SCOT…,0
"Irrational Co-Founder Jon Chey (System Shock, BioShock) and his team at Blue Manchu have just released ""Void Bastards"", easily…",0
"We are looking for a great engineering manager in New York City who can expand pytorch’s research impact on areas like vision,…",0
What happens when you combine a thirst for adventure with automotive tech and AI? Meet the world’s first Electric Adventu…,0
Productive meeting with  yesterday discussing / collaboration with . ht…,0
"FYI | EP25 is live! This week,  sits down with Peter Leys, chairman of , to discuss additive manufact…",0
 Or just use pigeons,0
Seems fairly unanimous snapchat be dead we’ll move it to the gram backhand_index_pointing_right_medium-light_skin_tone,0
" I froth the gram stories from producers, but Snapchat can get fucked",0
"Jon Favreau and Roy Choi bring their kitchen friendship (and a bunch of celebrity friends) to Netflix with ""The Chef Show"" https…",0
Coppers coppers bent coppers coppers coppers coppers reg fifteen-coppers,0
"Prime minister of England resigns , same day we go back on tour ? No coincidence ? Keep telling yourself that",0
"If you enjoyed  's presentation on  internals, take it a step further by fixing your a PyTorch bug. Here…",0
“It is easier to resist at the beginning than at the end.” ― Leonardo da Vinci,0
"Don't you hate it when you 𝘫𝘶𝘴𝘵 miss the bus? 

 and Ellie White bring a shiny new comedy to BBC Three – Elli…",0
"Get a glimpse of the #reMARS experience with these Tech Showcase highlights, featuring , , and more. https:…",0
   discussing tales from the #edge of #IoT #cloud #AutonomousVehicles #AI #CogX19 #Cog…,0
“Humans are currently the most advanced species - why give up that crown? Look how WE treat species less intelligent th…,0
"""It's important to keep the distinction between man and machine. Technology should exist to serve our needs."" …",0
As machines we are stuck in our biological loop that's why we keep returning to the same idea of how these robots should l…,0
Ethics stage (love that there is an ethics stage at #CogX19) -  thinks AI has already proven to be undeniably cre…,0
"Get NVIDIA text-to-speech models from new  Hub, a repository of pre-trained models designed for reproducible resea…",0
"We've spent a few evenings last week building an interactive demo called *Write with Transformer*

It lets you interact in a…",0
"The perfected future never arrives.

Life is full of seemingly endless trouble, and then life ends.

Find peace in the imperfect present.",0
"Rise to the level of your ideals, not the average of your environment.",0
Bigelow plans to sell private astronaut flights to the International Space Station for $52 million per seat on SpaceX’s…,0
Did you guys check out Bill on #TheChefShow? Here are a couple BTS photos I took. I was almost 8 months pregnant and was…,0
   Absolutely brilliant! #Herstory,0
Delighted to serve on the new Editorial Advisory Board for  and very pleased to see that the majority of Board…,0
"Delighted to be serving on the board of the relaunched BJMH, most especially as I get to do so in such august company.…",0
Delighted to join + very excited about the diversity of perspectives represented across the editorial advisory broad. htt…,0
I couldn't have said it any better than  did. Looking forward to working with brilliant scholars from a…,0
"My article with Dr Yvonne Inall , is now available online: ‘A century of Armistice Day: memorialisation in the wa…",0
"The new Editorial Advisory Board for the British Journal of Military History has been announced, including members of the…",0
Thanks to  for being our 1500th follower!,0
"We're at #cvpr19 this week in Long Beach, California sharing our work on end-to-end deep learning for autonomous driving. Let…",0
"I have three keynotes speaking about our work at CVPR workshops on Monday: 9:45am workshop on autonomous driving, 11:25am…",0
Great news! Our #AdverTorch toolbox has been added to the #PyTorch Ecosystem. Learn how to use it for attack-and-defence st…,0
  I'm looking forward to throwing the editorial board composition at a few colleagues w…,0
"We are excited to announce the release of Brancher, a #python module for deep probabilistic inference powered by :…",0
Behold: the recipe for 's peach galette as seen on 's The Chef Show with  and …,0
Very pleased to have been invited to be a part of the new EAB for the British Journal of Military History alongside many fr…,0
Underlying National Labs role in taking us faster to the future.   - -  partnership on #fqnet quan…,0
Hello? Hello? [tap tap tap] Is this thing on?,0
"Releasing STEAL, a new semantic boundary detector that significantly outperforms past work. Use STEAL to refine segmentati…",0
"Fifty years ago today, I was in a command module simulator during a practice rendezvous and docking maneuver with the lu…",0
"What are some things you definitely shouldn't miss out on when visiting Osaka, Kyoto and Tokyo?",0
First issue of  on which I have worked a joint editor. Nice to see the real thing at last. Online access is great…,0
"plus ￼Two new additions to  Hub: Transformer-XL and GPT-2 from 's pytorch_pretrained_bert! smiling_face_with_open_hands
￼
All of o…",0
"As a refugee, we have always been told to not dream big, to not demand more &amp; to know our place. Today we are leading, sup…",0
"The 'Lion King' was filmed almost entirely in virtual reality. All the locations you know from the original—Pride Rock, the elep…",0
Excited to share my new tech report from my  internship on the Limited Multi-Label projection layer! Joint work w…,0
"If you want to train BERT from scratch in , you can check out our XLM repository! Our English model outperform…",0
Anyone recall crew members cross training for two backup missions at the same time? Soyuz-MS13 backups - …,0
Thrilled to be part of   Editorial Advisory Board - love its multi disciplinary nature &amp; look forward to…,0
"On the back of one very successful  conference, it's time to start looking forward to another; Ends and Begin…",0
"Through vision and interaction, can robots discover the physical properties of objects? We explore this question in our…",0
"resnext101_32x8d_wsl: the ConvNet pre-trained on Instagram hashtags and fine-tuned on ImageNet, yielding a record-breaking 85.4…",0
Dr Jane Finucane  has been appointed to the editorial advisory board of the British Journal for Military Histor…,0
The   Editorial Board now has a broad spectrum of members and a ground breaking gender balance that refle…,0
Watching #W1A for the 3rd? Time. It’s such a work of art.  I couldn’t love it more.  Also I want to work at PerfectCurve.…,0
"Monty Python is turning 50! We're thrilled to announce some plans for our 50th anniversary, including a  season, …",0
1/ Today we’re pleased to announce the launch of our first paid product - the Golden Research Engine. Query exotic entity types…,0
2/ We are attempting to build a very versatile query tool that has capabilities we don’t see in any other query tool — not just…,0
3/ The genesis for the Golden Research Engine came from not being able to take results from structured data queries and see can…,0
"4/ We found that people had to search in many places to get a holistic picture on a particular field, market or technology spac…",0
5/ The Golden Research Engine is designed so you can stay on top of the information you need to know to be super-effective in y…,0
"6/ We think this will be especially useful for investors (VCs, investment bankers, private equity, accelerators) and people in…",0
7/ A unique component of the service is to also apply human/AI assistance in finding information for paid customers. If you can…,0
"8/ It is available as a per-seat SaaS web-based tool ($99/month/person), but also via API and integrations to your favorite CRM.",0
"10/ If you are part of an organization or team and need access to the leading edge of knowledge in your industry, get in touch…",0
Incredibly thrilled to have our work on TossingBot receive Best Systems Paper Award at RSS 2019! Congrats to all my coa…,0
London Space Network Meetup is a go we are on the first high table opp the entrance of the All Bar One in Moorgate. …,0
"Had a great time talking about the value of debris removal services with  today. 
On my way back to London…",0
"""When a father begins a journey into feminism, believing in the worth of his daughters, he can change his whole family’s…",0
"Lift off! First SSR1 string assembly lifted onto its strongback, as cryomodule cold assembly is coming together. Congratul…",0
"I'm happy to share my  implementation of Glow that reproduces results from ""Do Deep Generative Models Know What…",0
"IN SOME EXCITING NEWS: 

We are happy to confirm your future fav dark comedy IN MY SKIN will be coming to BBC Three.

…",0
Thank you everyone for your patience - our new deep learning MOOC is here! Includes 5 lessons diving into the foundation…,0
Fear empty words more than silence.,0
"Why do we see only one face of the Moon? new_moon_face
What would happen to Earth if the Moon didn't exist? cross_mark
In this week’s episode of our #…",0
"Everybody! My book ""Exhibiting War"" is now out in paperback and is thus substantially more affordable. This means I now…",0
"“By all first accounts, it was magnificent,” says  program manager Mark Kirasich. A team is now collecting 12 data rec…",0
"For the last 6-8 mos, I spent a lot of time close to the Direct Listing process - here I try to demystify it a bit and share som…",0
"""Resistance"" by  will surely put your beat blasting skills to the test! Master it today in Audica, available in…",0
"Proud to announce the 0.2 release of PyTorchPipe!

Want to build complex, multi-modal deep learning pipelines, in a modu…",0
Bonjour France ! Ready to start answering your questions. France,0
VERY IMPORTANT NEWS: Brand new comedy Muzlamic from  and  lands on  on Monday 22nd July⁣ ht…,0
"6 July. ‘Ends and Beginnings: Legacies of the Great War’ Conference. Speakers covering: ‘Conflict in Ireland’,‘Military Learnin…",0
"#Expedition60 patch modeled its symbology after #Apollo11 mission patch: prominent Eagle, no crew names, but reversed…",0
Looking forward to speaking on  work at today’s   and BCMH  conference…,0
All these humans wanna terraform me so I look like Earth pensive_face why can't I just be myself?,0
"shout-out to anyone who turns on Dog Mode even though the only dog in the car is themselves, a human, who wants to be a dog",0
"For all the attention the Wasserstein distance as a loss function gets, there didn't seem to be an efficient batch stab…",0
"""To chuck plastic into the ocean is an insult. To have the nerve to say, 'this is our rubbish, we'll give you money to spi…",0
"""Life is never more fun than when you're the underdog competing against the giants."" --Ross Perot, founder of EDS, RIP",0
"The more you know yourself, the more you will forgive others.",0
"Failure can teach endurance or timidity. 

Make it the former.

Knowing the taste of failure and risking it anyway... that is courage.",0
“Astronauts are masters of complexity.”   passed this invaluable wisdom to me and friend and classmate @…,0
St. Landry Animal Control in New Orleans will need to euthanize 125 dogs if they are not fostered by tomorrow. Please RT or ta…,0
"He's a morning person, a spicy food lover, and an air guitar professionalsun_with_facehot_pepperguitar 
Want to learn more about …",0
"Check out 's #DirectCurrent's podcast on the Deep Underground Neutrino Experiment (DUNE), a major international…",0
XLNet Pytorch for generation is now ready in Texar-pytorch! Play with XLNet &amp; GPT-2 here. Figs show how XLNet and GPT-2 thin…,0
Teams have arrived in Hawthorne for the 2019 Hyperloop Pod Competition! Now underway: pod testing,0
This is TOO MUCH anxious_face_with_sweat #ENGvsNZ #CWC19Final,0
"When it’s a sunny day, it’s England’s day!  #CWC19Final #ENGvsNZ",0
"An Irishman, with Dublin accent to boot, captains England to a #CWC19Final win. 

Just brilliant.",0
"The House should vote on a resolution condemning his egregious racism, far worse than any of the 4 ever uttered. Dare th…",0
"Hard lessons are hard to forget.

Let hardship be a source of knowledge, not bitterness.

Wisdom is hard-won.",0
"New dates for London Space Network confirmed! 
check_mark_button 18th July
check_mark_button 15th August 
check_mark_button 5th September 
Sign up for July drinks here…",0
"The need for approval being almost universal, toadies &amp; flatterers will always find their paths to the powerful smoothed.",0
 's Studio. It'd have a lot of Lost Souls in there.,0
"firePytorch-Transformers 1.0fire

Six NLU/NLG architectures: BERT, GPT, GPT-2, Transfo-XL, XLNet, XLM
Total: 27 pretrained models…",0
With the 50th Anniversary of Apollo 11 taking place this week there are so many ways to celebrate space - if you’re in…,0
On the #Apollo50 anniversary we get together this Thurs for our 7th  drinks in London. Come and raise a glass…,0
"I spent a day at Neuralink last week, and left with my head figuratively (for now?) stuffed with exciting new informatio…",0
"In #Ethiopia, 5 million girls are out of school due to barriers like child marriage, lack of access to schools and harmful…",0
"Pyro 0.3.4 is released! A flexible easyguide module, customizable autoguide initialization, more normalizing flows, new scheduler…",0
Will I see you at the July edition of the  tomorrow? Join your fellow local #spacetweeps at The Monkey Puzz…,0
Thank you to SpaceX for giving us a tour around their facility! Our team is currently running through tests for our stru…,0
"After months of hard work, together with our partners  and , we proudly present to you the Delft Hyperloo…",0
We've released a preprint with additional scientific detail on our devices for domain experts who want to know more. You can…,0
#TheLionKing is LIVE on Twitter. Watch the cast &amp; filmmakers join 's  for a conversation and musi…,0
"Thank you to  for hosting a great trip to  where we visited the Future Circular Collider, Large H…",0
Microsoft open-sources scripts and notebooks to pre-train and finetune BERT natural language model with domain-specific text…,0
"Our new-ish, neural, pure Python stanfordnlp package provides grammatical analyses of sentences in over 50 human languages…",0
The simplest principles will come to your aid in the most complex predicaments.,0
The Soyuz rocket with #SoyuzMS13 spacecraft onboard was rolled out to the launch pad this morning ahead of the July 20 lau…,0
"When you think of #extinction, spare a thought for the splendid wax cap &amp; the scaly footed snail. ⁦⁩ Red List: Extinctio…",0
"Holding back the erosive power of the North Sea. This colossal sand scheme will buy the villages of Bacton and Walcott, and th…",0
"Discovering good libraries and code might be overwhelming.
- our Ecosystem page has been curating high quality libraries
- Hub…",0
